TELERIDE_NUMBER,STOP_NAME,STATUS,point,City Quadrants,Ward Boundaries 2017,Ward Boundaries,Calgary Communities
4239,EB 90 AV SW @ Bay View DR,ACTIVE,POINT (-114.111094450434 50.9721369348976),1,5,8,66
8041,WB 2 AV NW @ 7 ST NW,ACTIVE,POINT (-114.080155100318 51.0569265929693),2,7,7,62
6937,WB 6 AV SE @ 1 ST SE,INACTIVE,POINT (-114.05997129142 51.0475062823865),3,7,7,262
9068,WB 68 AV NE @ 11ST NE,ACTIVE,POINT (-114.037596814441 51.1158597824464),4,1,11,111
5046,WB 6 AV SW @ 7 ST SW,INACTIVE,POINT (-114.078379175154 51.0479592710744),1,2,14,262
8923,SB 45 ST SW @ 13 AV SW,ACTIVE,POINT (-114.152796011677 51.0412072840111),1,14,14,234
9036,SB 32 AV NE @ 6 ST NE,ACTIVE,POINT (-114.048738603503 51.0881407459139),4,4,2,239
2274,EB Country Hills BV @ 14 ST NE,ACTIVE,POINT (-114.026199591954 51.1541123374308),4,12,11,163
6255,SB Castleridge DR @ Castleridge BV NE,ACTIVE,POINT (-113.966082849247 51.1080429539137),4,1,9,119
3585,SB 52 ST SE @ Auburn Bay AV,ACTIVE,POINT (-113.942727430394 50.8905805667619),3,8,4,116
8770,WB 26 AV SW @ 22 ST SW,ACTIVE,POINT (-114.114240647986 51.0304925049105),1,2,14,181
5921,EB Ranchview LI @ Ranchview DR NW,ACTIVE,POINT (-114.175904874318 51.1156911468724),2,10,3,245
3845,Brentwood LRT Station,ACTIVE,POINT (-114.132445781553 51.0867625395135),2,9,13,269
8145,NB 52 ST NE @ 23 AV NE,ACTIVE,POINT (-113.958163097844 51.0743844942724),4,3,9,36
7238,WB James McKevitt RD @ Millrise WY SW,ACTIVE,POINT (-114.081562084421 50.92146206824),1,6,5,32
9357,SB 85 ST SW @ Wentworth DR,ACTIVE,POINT (-114.211155174925 51.0566219981222),1,14,1,114
7023,NB Hidden Valley DR @ Hidden Valley GR NW,ACTIVE,POINT (-114.098838089126 51.146206608803),2,12,2,25
7367,NB Berkley DR @ Beaconsfield CR NW,ACTIVE,POINT (-114.098972336813 51.1273120020677),2,4,2,273
2524,EB Dallaire AV @ Johnson PL SW,INACTIVE,POINT (-114.12536856498 51.0028569273137),1,2,8,210
5742,WB Northmount DR @ 14 ST NW,ACTIVE,POINT (-114.095809669378 51.0831527372223),2,4,7,214
8436,SB McKenzie Lake BV @ Mountain Park DR SE,ACTIVE,POINT (-113.991526384421 50.9017693821974),3,13,4,296
6091,EB Temple DR@ 64 ST NE,ACTIVE,POINT (-113.942157409183 51.0925593449568),4,3,9,22
4899,NB Douglasdale BV @ Douglasbank DR SE,ACTIVE,POINT (-114.004858973274 50.9451182377244),3,13,4,268
7830,SB 1 ST SE @ 7 AV SE,ACTIVE,POINT (-114.06057584861 51.0467479394974),3,7,7,262
2445,SB Aspen Summit DR @ Regional Pathway,ACTIVE,POINT (-114.205163030674 51.0429400006529),1,14,1,48
8237,NB Suncrest WY @ Suncastle GA SE,ACTIVE,POINT (-114.040642049074 50.9040692109041),3,13,6,52
6810,NB Marlborough CTrain Station,ACTIVE,POINT (-113.981582229146 51.0589899374755),4,3,12,77
4950,NB Lake Fraser Dr @ Lake Fraser CM SE,ACTIVE,POINT (-114.068018585538 50.9476308195949),3,13,6,267
8068,SB Glenside DR @ 17 AV SW,ACTIVE,POINT (-114.160504894556 51.0381029023074),1,14,1,234
2438,NB 24 ST SE @ Quarry Park BV,ACTIVE,POINT (-114.001540765166 50.9638786684062),3,8,4,162
7880,SB Falconridge BV @ Martindale BV NE,ACTIVE,POINT (-113.946995928017 51.1136353471113),4,1,9,180
7631,EB Arbour Lake RD @ W. of Crowfoot RI NW,ACTIVE,POINT (-114.213485699489 51.1282008661709),2,10,3,244
2247,NB Chaparral BV @ 194 AV SE,ACTIVE,POINT (-114.024404087414 50.8782322660064),3,13,6,130
2077,NB Sage Hill Dr @ Sage Hill Wy  NW,INACTIVE,POINT (-114.141090392606 51.1798722550892),2,10,3,265
2888,EB Heritage DR @ Ashworth RD SE,INACTIVE,POINT (-114.053951614083 50.9796324746529),3,5,10,174
8772,EB 26 AV SW @ 45 ST SW,ACTIVE,POINT (-114.152244645191 51.0304271074001),1,14,1,298
6651,SB Centre ST N @ 40 AV N,ACTIVE,POINT (-114.062611874624 51.088283540921),2,4,2,259
9977,WB 6 AV SE @ Macleod TR,ACTIVE,POINT (-114.05753688562 51.0473712099938),3,7,7,262
9228,WB Midridge DR @ Midglen WY SE,ACTIVE,POINT (-114.052777993965 50.9186786199604),3,13,6,263
6619,NB 7 ST NW @ 20 AV NW,ACTIVE,POINT (-114.078844104383 51.0709437699481),2,7,7,17
8955,NB Shepard RD @ Shepard PL SE,INACTIVE,POINT (-113.986130513072 50.967411674045),3,8,10,162
4437,WB Evanston VW @ Evansmeade WY NW,ACTIVE,POINT (-114.114664374117 51.164713704413),2,10,3,237
3656,EB Sun Valley BV @ W. of Sunmills DR SE,ACTIVE,POINT (-114.050233073256 50.9064979368707),3,13,6,52
2165,SB 5 ST SW @ 5 AV SW,ACTIVE,POINT (-114.073787211555 51.0484109760195),1,2,14,262
9441,WB 23 AV NE @ 32 ST NE,ACTIVE,POINT (-113.989491043148 51.0728215131133),4,3,9,83
5436,EB 6 AV NW@ 18 ST NW,ACTIVE,POINT (-114.101739859974 51.0575361954576),2,7,7,40
7706,Valley Ridge East Terminal,ACTIVE,POINT (-114.236664573393 51.0929439950477),2,9,13,47
6950,EB Heritage DR @ 5 ST SW,ACTIVE,POINT (-114.079247693595 50.9794937507611),1,5,8,195
5727,SB 19 ST NE @ 14 AV NE,ACTIVE,POINT (-114.013580188108 51.0656862841084),4,3,12,140
4716,NB 10 ST NE @ N. of 72 AV NE,ACTIVE,POINT (-114.040446086239 51.1195749073194),4,1,11,111
9479,SB 52 ST NE @ Maryvale DR,ACTIVE,POINT (-113.957039648603 51.0558254030016),4,3,12,77
2032,SB Nolan Hill Dr @ NolanCrest Heights NW,INACTIVE,POINT (-114.162237451593 51.1762050170188),2,10,3,188
7222,SB Hawkwood DR @ Hawkside RD NW,ACTIVE,POINT (-114.184211139044 51.1282007301252),2,10,3,248
9528,NB Taracove RD @ Taradale DR NE,ACTIVE,POINT (-113.93695408302 51.1144339152037),4,1,11,26
6899,WB Edgemont DR @ Edgemont RD NW,ACTIVE,POINT (-114.149488211986 51.1170959773046),2,4,2,272
4548,WB 62 AV SE @ 19 ST SE,ACTIVE,POINT (-114.014639068006 50.9977651333783),3,11,10,28
4812,NB Fairmount DR @ Farrell RD SE,ACTIVE,POINT (-114.063642299157 50.9924057610202),3,11,10,76
9473,NB 33 ST SE @ Cottonwood CR,INACTIVE,POINT (-113.986555514065 51.0356053644694),3,11,12,15
5610,WB 6 AV SE @ 5 ST SE,ACTIVE,POINT (-114.051001470891 51.0471901632849),3,7,7,65
9219,NB Evergreen DR @ Evergreen  LD SW,ACTIVE,POINT (-114.102512346503 50.9250875103039),1,6,5,39
2902,EB 6 AV @ 3 ST SE,INACTIVE,POINT (-114.055188718908 51.0470916443275),3,7,7,65
5249,EB 7 AV SW@ 1 ST SW,ACTIVE,POINT (-114.06554390488 51.0464861040435),1,7,7,262
6233,EB 14 AV SE @ 38 ST SE,INACTIVE,POINT (-113.978023234504 51.0408808277257),3,11,12,85
8362,EB Country Hills DR @ Country Hills WY NW,ACTIVE,POINT (-114.066957484614 51.1502410457074),2,12,2,172
7214,NB Hawksbrow DR @ Hawkridge CO NW,ACTIVE,POINT (-114.17533533861 51.1274828266195),2,10,3,248
6123,SB Ashworth RD @ Addison DR SE,ACTIVE,POINT (-114.053182036501 50.9793422982068),3,5,10,174
4305,NB Panorama Hills DR @ Panamount GD NW,ACTIVE,POINT (-114.084754653686 51.1560382022447),2,12,11,235
9916,SB Nose Hill DR @ Hawkwood RD NW,ACTIVE,POINT (-114.191533487069 51.130659762953),2,10,3,244
6825,WB 7 Street SW CTrain Station,ACTIVE,POINT (-114.077970657607 51.0469686088252),1,2,14,262
9898,SB  Tusslewood DR @  Tusslewood HT NW,ACTIVE,POINT (-114.250853521174 51.1358497574761),2,9,13,158
9792,WB Kensington RD @ Crowchild TR NW,ACTIVE,POINT (-114.11894909095 51.0525381245687),2,7,7,280
4748,SB Midpark BV @ Midpark GA SE,ACTIVE,POINT (-114.062024815657 50.9099167950726),3,13,6,263
4156,WB Coventry Hills WY @ Coverbrook GR NE,ACTIVE,POINT (-114.054461375942 51.1692655577971),4,12,11,251
8826,EB 9 AV SE @ 16 ST SE,ACTIVE,POINT (-114.021524265207 51.0361023193796),3,11,10,54
8555,WB Bonaventure DR @ Fairmount DR SE,ACTIVE,POINT (-114.061097460158 50.953850369316),3,5,6,89
2492,NB 1 ST & 6 AV SW,ACTIVE,POINT (-114.065087185578 51.0477285149631),1,7,7,262
3819,NB Tuscany Springs HL @ Tuscany WY NW,ACTIVE,POINT (-114.252577413245 51.1325803251576),2,9,13,158
6624,WB 13 AV @ 7 ST NW,INACTIVE,POINT (-114.078970692932 51.063948943338),2,7,7,219
8404,NB Patterson BV @ Patterson CL SW,INACTIVE,POINT (-114.186550989198 51.0694771530809),1,14,1,275
9581,WB  Evanston VW @ Evanston RI NW,ACTIVE,POINT (-114.118438367559 51.1645279684487),2,10,3,237
9511,NB Taradale DR @ 80 AV NE,ACTIVE,POINT (-113.929779904387 51.1245629232769),4,1,11,26
8177,WB 76 AV SE @ 51 ST SE,INACTIVE,POINT (-113.959740629449 50.9851852213488),3,11,10,159
4369,NB Abbeydale DR @ Memorial DR E,ACTIVE,POINT (-113.931163188578 51.0530254059249),4,3,12,94
8205,EB 61 AV SE @ 36 ST SE,INACTIVE,POINT (-113.980125062368 50.9989192251831),3,11,10,159
6265,EB Canyon Meadows Dr @ Deerview DR SE,ACTIVE,POINT (-114.02227822365 50.9316666464592),3,13,6,151
7072,WB 52 AV NW @ Beaver RD,ACTIVE,POINT (-114.138276530118 51.1010362250617),2,4,7,50
5752,SB Crowchild TR@ 26 AV SW Overpass,ACTIVE,POINT (-114.118345517107 51.0303150395775),1,2,14,181
9601,WB Bridlewood AV @ Bridlemeadows CM SW,ACTIVE,POINT (-114.114996467651 50.8974495017367),1,6,5,138
4797,Shawnessy LRT Station,ACTIVE,POINT (-114.069687914437 50.9109100925435),3,6,5,115
8291,NB Queensland DR @ Queen Anne WY SE,ACTIVE,POINT (-114.01733663619 50.9372613106237),3,13,6,215
3452,NB Evanston WY @ Evansglen LN  NW,ACTIVE,POINT (-114.099216081354 51.1788784649164),2,10,3,237
7167,SB Scenic Acres DR @ Scandia RI NW,ACTIVE,POINT (-114.220029891604 51.1118247348926),2,9,13,148
6948,WB Douglasdale BV @ Douglasview BV SE,ACTIVE,POINT (-113.991735182164 50.9408677431388),3,13,4,268
4691,WB McKenzie Towne DR @ Elgin ST SE,ACTIVE,POINT (-113.967538386904 50.9061234834828),3,8,4,46
6187,EB 14 AV SE @ 41 ST SE,INACTIVE,POINT (-113.973629110546 51.040874963983),3,11,12,85
7482,EB 34 AV NW @ Bowmanten PL,ACTIVE,POINT (-114.195499616738 51.0836790228592),2,9,13,149
3777,EB Springbluff BV @ Springbank WY SW,ACTIVE,POINT (-114.194308185051 51.0205347689224),1,14,1,289
8431,NB Tuscany Springs BV @ Tuscarora WY NW,ACTIVE,POINT (-114.236779776329 51.1292486764791),2,9,13,158
8702,SB Elbow DR @ 96 AV SW,ACTIVE,POINT (-114.084886633638 50.9684090274011),1,5,8,195
4982,EB Martin Crossing Dr @ Martin Crossing GR NE,ACTIVE,POINT (-113.958546040868 51.117714504195),4,1,9,180
2509,NB Temple DR @ Templegreen DR NE,ACTIVE,POINT (-113.939113716477 51.0885137039084),4,3,9,22
3393,NB 24 ST @ 107 AV SE,ACTIVE,POINT (-114.001064907932 50.9568727486906),3,8,4,162
7146,EB Westwinds DR @ 44 ST NE,INACTIVE,POINT (-113.969353547692 51.0999873747676),4,1,9,80
7648,SB McKenzie Towne DR @ Inverness PA SE,ACTIVE,POINT (-113.969307994427 50.911160918472),3,8,4,46
8281,NB 52 ST SE @ 54 AV SE,ACTIVE,POINT (-113.958259361758 51.0043422513723),3,11,10,14
9633,EB 80 AV NE @ Saddlecreek GT,ACTIVE,POINT (-113.953204420265 51.1250645692753),4,1,9,180
8330,EB 5 AV SW @ 5 ST SW,INACTIVE,POINT (-114.072446887892 51.0485752707368),1,2,14,262
5657,WB Bow TR @ 37 ST SW,ACTIVE,POINT (-114.140438738809 51.045007862963),1,2,14,118
5774,University LRT Station (NB),ACTIVE,POINT (-114.124562786727 51.0800115928888),2,7,13,287
5559,NB Macleod TR @ 17 AV SE,ACTIVE,POINT (-114.058511213575 51.0383486739101),3,5,14,260
4326,EB 4 AV NE @ 55 ST NE,ACTIVE,POINT (-113.950247982847 51.0570964398338),4,3,12,33
9063,NB Northmount DR @ Hendon DR NW,ACTIVE,POINT (-114.07814785261 51.0958060603467),2,4,7,37
7431,SB 14 ST NW @ 22 AV NW,ACTIVE,POINT (-114.094914617612 51.0719382383789),2,7,7,63
4552,NB Centre ST N @ 40 AV N,ACTIVE,POINT (-114.062317078313 51.0891036541842),4,4,2,259
8166,NB 52 ST NE @ N. of ped crossing,INACTIVE,POINT (-113.958241758586 51.0888505687161),4,3,9,22
5695,NB 37 ST SW @ 58 AV SW,ACTIVE,POINT (-114.140908551853 51.0011688295969),1,5,8,129
4405,WB Whitehorn DR @ Whitehorn RD NE,ACTIVE,POINT (-113.967919563013 51.0847935688983),4,3,9,145
7135,WB Silver Springs RD @ Silver Hill WY NW,ACTIVE,POINT (-114.203092201739 51.109306801787),2,9,13,147
7182,SB Ranchlands BV @ Ranchview RD NW,ACTIVE,POINT (-114.185109881334 51.1171859978556),2,10,3,245
6877,Richmond Rd Terminal SB,ACTIVE,POINT (-114.160264280866 51.0184794806219),1,14,1,298
5357,NB 20 ST SW@ 42 AV SW,ACTIVE,POINT (-114.109082770305 51.0164229038644),1,2,8,200
4839,NB Royal Oak DR @ Royal Crest WY NW,ACTIVE,POINT (-114.215763160873 51.1418998720602),2,9,3,252
4047,WB Northmount DR @ 26 ST NW,ACTIVE,POINT (-114.12264686357 51.0904702891482),2,4,7,50
4616,EB Regal CR @ 7 ST NE,ACTIVE,POINT (-114.045457591763 51.0632139023599),4,11,10,171
8633,NB Sarcee RD @ 44 AV SW,ACTIVE,POINT (-114.136998730824 51.0153477919834),1,2,8,42
5936,NB Dalton DR @ Dalhousie DR NW,ACTIVE,POINT (-114.147458798815 51.1038782331853),2,4,7,38
9720,SB Panorama Hills DR NW @ Panorama Hills LD NW,ACTIVE,POINT (-114.085892451245 51.1538718606679),2,12,11,235
6170,EB Memorial DR @ 68 ST SE,ACTIVE,POINT (-113.934179383271 51.052304067278),3,3,12,94
6756,NB 31 ST NW @ 32 AV NW,INACTIVE,POINT (-114.12923029918 51.0821861919787),2,9,13,269
2433,SB Douglas Glen Term south bay,ACTIVE,POINT (-113.998126488667 50.9531226933878),3,8,4,162
6679,WB 33 AV SW @ 18 ST SW,ACTIVE,POINT (-114.105114233052 51.0240421624856),1,2,14,207
9283,SB Strathcona DR @ Strathlea CR SW,ACTIVE,POINT (-114.207255284096 51.050446627536),1,14,1,67
4501,EB Whitehorn DR @ Whitlock PL NE,ACTIVE,POINT (-113.973377752969 51.0849711068876),4,3,9,145
7642,NB Temple DR @ 43 AV NE,ACTIVE,POINT (-113.939529494042 51.0919058432278),4,3,9,22
9860,WB McIvor BV @ Copperfield BV SE,ACTIVE,POINT (-113.932433921593 50.918908092634),3,8,4,139
3909,SB Ogden RD @ 69 AV SE,ACTIVE,POINT (-114.001820070534 50.9906471137997),3,11,10,28
4850,NB 8 ST SW @ 14 AV SW,ACTIVE,POINT (-114.081495049647 51.0403915418625),1,2,14,260
8629,NB 50 ST SW @ 40 AV SW,ACTIVE,POINT (-114.159580010606 51.0166099130789),1,14,1,142
8271,WB 17th AV SE @ 61st ST SE,ACTIVE,POINT (-113.943690807459 51.0379705272743),3,11,12,103
9160,EB Lake Sylvan DR @ Lake Huron CR SE,ACTIVE,POINT (-114.030196653296 50.9458917944827),3,13,6,175
3946,NB 19 ST SE @ 9 AV SE,INACTIVE,POINT (-114.019281157118 51.0358426932235),3,11,10,54
9415,NB Russet RD @ Regal CR NE,ACTIVE,POINT (-114.042515336401 51.0636881232603),4,11,10,171
3951,WB 9 AV SE @ 12 ST SE,INACTIVE,POINT (-114.034894887586 51.0415472484729),3,11,10,54
2824,WB 76 AV SE @ 57 ST SE,ACTIVE,POINT (-113.947209395466 50.9852143395799),3,11,10,73
9285,EB Strathcona DR @ Strathlea GR SW,ACTIVE,POINT (-114.206127043136 51.0506984777547),1,14,1,67
2160,NB Edgepark BV @ Tom Baines School,INACTIVE,POINT (-114.157781972079 51.1338391718946),2,4,2,272
7199,WB Ranchview DR @ Ranchlands BV NW,ACTIVE,POINT (-114.17968239049 51.1201852525059),2,10,3,245
6319,SB 77 ST NW @ Bowness RD,ACTIVE,POINT (-114.199428360937 51.0883785235172),2,9,13,149
8624,SB Saddletowne CI @ Saddleridge DR NE,INACTIVE,POINT (-113.949592257468 51.1258464342976),4,1,11,2
2550,NB Skyview CI @ Country Hills BV,ACTIVE,POINT (-113.95243677445 51.1545301149275),4,1,11,12
9019,NB Huntington ST @ 72 AV NE,ACTIVE,POINT (-114.053569733263 51.1183954532168),4,4,2,261
3687,NB  Hamptons BV @ Hampstead WY NW,ACTIVE,POINT (-114.144830484908 51.1412615635309),2,10,3,286
5408,WB University WY @ Craigie Hall NW,ACTIVE,POINT (-114.127040518301 51.0765061373807),2,7,13,287
7609,EB Falconridge DR @ Fallswater RD NE,ACTIVE,POINT (-113.939856541792 51.1005766516444),4,1,9,56
8968,NB 10 ST NW @ 16 AV NW,ACTIVE,POINT (-114.08474799373 51.0666685132101),2,7,7,219
4210,WB 90 AV SE @ Fairmount DR SE,ACTIVE,POINT (-114.059763955327 50.9723248919121),3,5,10,174
7627,WB Crowfoot WY @ Crowfoot CR NW,ACTIVE,POINT (-114.201166219667 51.1248573003086),2,10,3,244
7001,EB 5 AV SW @ 6 ST SW,ACTIVE,POINT (-114.076449300858 51.0486935275298),1,2,14,262
7554,SB 28 ST NE @ 5 AV NE,ACTIVE,POINT (-113.993380206319 51.0560021015912),4,3,12,166
8928,69 Street West LRT Station,INACTIVE,POINT (-114.186023849444 51.0370125181523),1,14,1,278
7321,SB 12 ST SE @ Hastings CR,ACTIVE,POINT (-114.034915109125 51.0142030570709),3,11,10,75
5737,WB 72 AV NE @ Huntington ST NE,ACTIVE,POINT (-114.054066321725 51.1180032072838),4,4,2,261
7766,NB 36 ST SE @ 12 AV SE,INACTIVE,POINT (-113.981491212709 51.0428414979641),3,11,12,85
3529,SB University BV @ Pathway NW,ACTIVE,POINT (-114.145117308322 51.0688963559355),2,7,13,155
5061,EB 17 AV SE @ 36 ST SE,ACTIVE,POINT (-113.980757048089 51.0376773499891),3,11,12,85
6138,WB Sunvale DR @ E. of Sunpark DR SE,ACTIVE,POINT (-114.05421853468 50.899708416305),3,13,6,52
5527,NB Centre ST N @ 78 AV N,ACTIVE,POINT (-114.071215847454 51.1234264532374),4,4,2,261
5014,WB 3 AV NW @ 34 ST NW,ACTIVE,POINT (-114.13731793682 51.0582877383238),2,7,7,91
3398,SB Centre ST N @ 28 AV N,ACTIVE,POINT (-114.062648441437 51.077545498414),2,7,10,69
7197,WB Ranchlands BV @ Ranchview DR NW,ACTIVE,POINT (-114.182239767224 51.1162083652389),2,10,3,245
5949,NB 37 ST NW @ 40 AV NW,ACTIVE,POINT (-114.141066410402 51.0880082246479),2,9,13,269
3376,EB Council WY @ 14 ST SW,INACTIVE,POINT (-114.094218773342 51.0239352261351),1,5,14,70
5395,NB 8 ST SE@ 17 AV SE,ACTIVE,POINT (-114.041318116647 51.0381481741633),3,11,10,132
6036,NB 12 ST NE @ 44 AVE NE,ACTIVE,POINT (-114.03329420035 51.0922379817564),4,3,9,81
5214,NB Elbow DR @ 56 AV SW,ACTIVE,POINT (-114.081244871426 51.0037490725506),1,5,8,144
8528,EB 1 AV NE @ Edmonton TR,ACTIVE,POINT (-114.04983476051 51.053196284412),4,11,10,137
7339,SB 11 ST NE @ 65 AV NE,ACTIVE,POINT (-114.036552681258 51.1116327004913),4,1,11,111
2568,NB 34 St @ 62 Ave SW,INACTIVE,POINT (-114.136271687913 50.9970443827802),1,5,8,129
5904,SB Centre ST N @ N. of Beddington BV N,ACTIVE,POINT (-114.071632114586 51.1264024703286),2,4,2,273
6415,SB Acadia DR @ 6 ST SE,ACTIVE,POINT (-114.048785849133 50.9695795818869),3,5,10,174
7476,NB Silvergrove DR @ Silvercreek DR NW,ACTIVE,POINT (-114.205724602576 51.1130395763331),2,9,13,147
4648,SB Palliser DR @ Pump Hill GA SW,ACTIVE,POINT (-114.1028258488 50.9628471066436),1,5,8,127
4163,SB McKenzie Lake BV @ McKenzie Meadows DR SE,ACTIVE,POINT (-113.992523847966 50.8999780767269),3,13,4,296
3664,EB 48 AV NE @ Hopewell WY (proposed),INACTIVE,POINT (-113.997954114568 51.0959126523207),4,1,11,71
8500,SB 52 ST SE @ 50 AV SE,ACTIVE,POINT (-113.958777552772 51.008187675595),3,11,10,159
7270,SB 68 ST NE @ 37 AV NE,ACTIVE,POINT (-113.935393791783 51.0861709942083),4,3,9,22
9402,WB 16 AV NW @ W.of Banff TR,ACTIVE,POINT (-114.115917506814 51.0670978313809),2,7,7,153
4780,EB James McKevitt RD @ Evergreen ST SW,ACTIVE,POINT (-114.094099453937 50.9212353098614),1,6,5,156
2381,EB Savanna BV @ Savanna CM NE,ACTIVE,POINT (-113.952804367959 51.1350017034446),4,1,11,2
6724,North Hill Station (EB),ACTIVE,POINT (-114.10536825034 51.066771204669),2,7,7,152
2262,SB  Redstone ST @  Redstone AV NE,ACTIVE,POINT (-113.96140043467 51.1728910277082),4,1,11,3
8831,WB 9 AV SE @ 11 ST SE,ACTIVE,POINT (-114.03730764883 51.0424180344473),3,11,10,54
9494,WB McKenzie Towne DR @ N. Elgin Estates PA SE,ACTIVE,POINT (-113.9595600263 50.9093978542232),3,8,4,46
5621,SB 14 ST NW @ Roselawn CR,ACTIVE,POINT (-114.094849316175 51.0750308306697),2,4,7,214
5246,SB 10 ST NW@ Gladstone RD,INACTIVE,POINT (-114.086064115383 51.0566963914512),2,7,7,40
4427,WB 58 AV SE @ Burbank RD,ACTIVE,POINT (-114.046258077989 51.0015378268233),3,11,10,109
4020,SB Edgedale DR @ Edgehill DR NW,ACTIVE,POINT (-114.157957521772 51.1218355874703),2,4,2,272
6795,SB 16 AV NW @ Home RD,ACTIVE,POINT (-114.163750167631 51.0720738820347),2,7,13,24
4867,SB 4 ST NW @ 42 AV NW,ACTIVE,POINT (-114.071710635618 51.0903019517357),2,4,7,37
4977,NB 52 ST SE @ 76 AV SE,ACTIVE,POINT (-113.958227127665 50.9858833896588),3,11,10,73
8934,NB Signature WY @ Signature TC SW,INACTIVE,POINT (-114.175886594458 51.0343113425033),1,14,1,278
8695,NB Elbow DR @ Sylvester CR SW,ACTIVE,POINT (-114.084672610679 50.9593187735092),1,5,8,7
9705,EB Hidden Creek WY @ Hidden Creek PT NW,ACTIVE,POINT (-114.095081307034 51.1592275975992),2,12,2,25
7060,EB Northmount DR @ Braden CR NW,ACTIVE,POINT (-114.130738966336 51.0937994869805),2,4,7,50
3877,WB Silverado Skies DR @ Silverado Skies LI SW,ACTIVE,POINT (-114.079873969633 50.8879762910072),1,6,6,134
2883,NB 24 ST @ Palistone RD SW,INACTIVE,POINT (-114.117817901285 50.9670447400374),1,5,8,66
5889,SB 25 ST SE @ 11 AV SE,ACTIVE,POINT (-114.000332809894 51.0425084878644),3,11,12,121
2215,NB Walgrove DR SE @ 210 AV SE,ACTIVE,POINT (-114.021441217364 50.8637220868237),3,13,6,135
9895,NB Tusslewood DR @ Tusslewood HT NW,ACTIVE,POINT (-114.25100388767 51.1364469305007),2,9,13,158
7620,NB Citadel DR @ Citadel LI NW,ACTIVE,POINT (-114.172162929701 51.1405652246432),2,10,3,247
2506,WB 50 AV SE @ 22 ST SE,ACTIVE,POINT (-114.006274959283 51.0089341546291),3,11,10,102
7033,SB Douglas Woods DR @ Douglas Woods GV SE,ACTIVE,POINT (-113.989332497268 50.9416962913006),3,13,4,268
5192,Elbow Drive Station (EB),ACTIVE,POINT (-114.082358628627 50.9794186417621),1,5,8,195
2109,Sunnyside LRT Station (SB 9A ST NW @ 4 AV NW),INACTIVE,POINT (-114.084680733178 51.0557713768222),2,7,7,62
3546,SB Royal Vista DR @ Royal Vista PL NW,INACTIVE,POINT (-114.207183600564 51.1507868548598),2,9,3,157
4252,NB Bonaventure DR @ 99 AV SE,ACTIVE,POINT (-114.068736133645 50.9613392296941),3,5,6,89
3824,NB Tuscany DR @ Tuscany Ridge CM NW,ACTIVE,POINT (-114.253944310804 51.1257838350068),2,9,13,158
8799,WB Bowness RD @ Home RD NW,ACTIVE,POINT (-114.164632575304 51.0753873646952),2,7,13,24
3483,EB Silver Springs BV @ Nose Hill DR NW,ACTIVE,POINT (-114.206158418648 51.1157249390057),2,9,13,147
6918,WB Citadel WY @ Citadel Meadow PT NW,ACTIVE,POINT (-114.18744636562 51.1469334132154),2,10,3,247
5670,EB 12 AV SW @ 18 ST SW,ACTIVE,POINT (-114.103780795579 51.0424485306036),1,2,14,173
6718,WB 28 AV NE @ 58 ST NE,ACTIVE,POINT (-113.950332821975 51.077423917463),4,3,9,36
5372,NB Harvest Hills BV @ Harvest Oak DR NE,ACTIVE,POINT (-114.064676535971 51.1521536361427),4,12,11,27
9934,EB 114 AV SE @ 35 ST SE,ACTIVE,POINT (-113.985304888198 50.9498759287765),3,8,4,162
4733,WB  Sage Valley BV @ Sage Valley RD NW,ACTIVE,POINT (-114.150494305948 51.1759895205924),2,10,3,265
5791,EB Falconridge DR @ Falwood WY NE,ACTIVE,POINT (-113.94385978458 51.0998808924897),4,1,9,56
2852,NB Madigan DR @ 8 AV NE,ACTIVE,POINT (-113.940314462874 51.0598805389804),4,3,12,33
8421,SB Centre ST N @ Bergen RD N,ACTIVE,POINT (-114.07158774093 51.1286167757013),2,4,2,273
