TELERIDE_NUMBER,STOP_NAME,STATUS,point,City Quadrants,Ward Boundaries 2017,Ward Boundaries,Calgary Communities
2360,Haysboro garage,INACTIVE,POINT (-114.076217988639 50.9723595533828),1,5,8,195
8900,EB Cathedral Manor @ Varsity Estates VW NW,ACTIVE,POINT (-114.168544937892 51.1055334679338),2,9,13,269
7427,EB 20 AV NW @ 16 ST NW,ACTIVE,POINT (-114.099175399375 51.0704700414161),2,7,7,63
5078,WB 9 AV SE @ 12 ST SE,ACTIVE,POINT (-114.034894887586 51.0415472484729),3,11,10,54
3709,SB 77 ST SW @ 10 AV SW,ACTIVE,POINT (-114.199630037728 51.0576216780269),1,14,1,114
9883,SB Tuscany Springs BV @ Tuscarora HT NW,ACTIVE,POINT (-114.237006922123 51.1307111585821),2,9,13,158
9181,WB James McKevitt RD @ Shawnee LI SW,ACTIVE,POINT (-114.089914981745 50.9214728223048),1,6,5,32
8199,NB 18 ST SE @ LYTTON CR,ACTIVE,POINT (-114.015382965269 50.9888430849947),3,11,10,28
5520,SB 1 ST SE @ 17 AV SE,ACTIVE,POINT (-114.061276168202 51.0374918152018),3,5,14,297
8102,EB Bermuda DR @ Bemuda RD NW,ACTIVE,POINT (-114.078197226238 51.1323801387983),2,4,2,273
7524,NB 19 ST NE @ 30 AV NE,ACTIVE,POINT (-114.01143858097 51.0800864000123),4,3,9,106
5895,EB Dover Ridge DR @ Dover Meadow CL SE,ACTIVE,POINT (-113.979583517358 51.0210691001452),3,11,10,196
7297,NB Edmonton TR @ 40 AV NE,ACTIVE,POINT (-114.051597216923 51.0890044811855),4,4,2,239
3926,WB Everridge DR @ 24 St SW,ACTIVE,POINT (-114.117804206432 50.9109394082784),1,6,5,39
9460,NB Falconridge BV @ 64 AV NE,ACTIVE,POINT (-113.946603093651 51.1113583340188),4,1,11,26
8001,SB 22 ST NE @ Aerial PL,ACTIVE,POINT (-114.006094063904 51.1208297185062),4,1,11,86
4026,NB Dalton DR @ Dalton BA NW,ACTIVE,POINT (-114.146454560625 51.1062642879204),2,4,7,38
4816,NB Fairmount DR @ Fredson DR SE,ACTIVE,POINT (-114.059865898118 50.9824791991215),3,11,10,284
3794,Westbrook LRT Station NB,INACTIVE,POINT (-114.135299755084 51.0403980153014),1,2,14,198
6514,SB Bow TR @ Westbrook Mall Overpass,ACTIVE,POINT (-114.138506265757 51.0431876573356),1,2,14,281
3555,EB 112 AV NW @ Royal Vista LI NW,ACTIVE,POINT (-114.204704038261 51.1538810669155),2,9,3,157
7551,NB 33 ST NE @ 14 AV NE,ACTIVE,POINT (-113.985897395167 51.0648492028234),4,3,12,84
6903,SB 4 ST SW @ 52 AV SW,ACTIVE,POINT (-114.07163030527 51.0065575761534),1,5,8,144
9305,WB 162 AV SE @ Shawville BV,ACTIVE,POINT (-114.067005126538 50.9040244244915),3,6,5,115
8947,SB 69 ST SW @ Christie Estates BV,ACTIVE,POINT (-114.187783651323 51.0402021569547),1,14,1,48
6594,SB 4 ST NW @ S. of Highland PL,ACTIVE,POINT (-114.071641645255 51.094105036667),2,4,7,37
4760,WB 1 AV NE @ 8 ST NE,ACTIVE,POINT (-114.043604667123 51.0533175764699),4,11,10,137
3639,EB Downtown West - Kerby CTrain Station,ACTIVE,POINT (-114.087684172599 51.0471231034352),1,2,14,45
2499,North Hill Station (WB) (UNUSED),INACTIVE,POINT (-114.10138766586 51.0670772523939),2,7,7,63
8577,SB Country Hills BV @ Harvest Hills BV N,ACTIVE,POINT (-114.067646593297 51.1527471911792),2,12,11,235
7786,WB 17 AV SW @ Christie Park GA,ACTIVE,POINT (-114.179854769733 51.0372774569706),1,14,1,68
6132,SB 18 ST SE @ 76 AV SE,ACTIVE,POINT (-114.016022610749 50.984649756707),3,11,10,28
2837,WB Radcliffe DR @ 36 ST SE,ACTIVE,POINT (-113.982636151823 51.0482303332709),3,11,12,121
8315,EB Queensland PL @ Queensland DR SE,ACTIVE,POINT (-114.02586780419 50.9394310137151),3,13,6,215
5251,City Hall LRT STation (NB Macleod TR @ 7 AV SE),ACTIVE,POINT (-114.057949257054 51.0464713150849),3,7,7,262
3724,SB 45 Street West LRT Station,ACTIVE,POINT (-114.152867151398 51.0381867796289),1,14,14,234
3500,WB Front ST @ Main Ent. South Health Campus SE,INACTIVE,POINT (-113.949865898953 50.8813260277185),3,8,4,90
5707,EB Danloe ST @ Child AV NE,ACTIVE,POINT (-114.033198377403 51.0584866168339),4,11,10,171
7800,EB Somerset GA @ Somerset DR SW,ACTIVE,POINT (-114.076353683454 50.8992218732403),1,6,5,55
2144,Chinook LRT Station EB,INACTIVE,POINT (-114.066210662685 50.9971711027207),1,11,10,160
4586,SB Centre ST N @ 40 AV N,ACTIVE,POINT (-114.062611874624 51.088283540921),2,4,2,259
9334,WB Bonaventure DR @ Fairmount DR SE,ACTIVE,POINT (-114.061137616184 50.9538684711216),3,5,6,89
6729,WB 14 AV NW @ 14 ST NW,ACTIVE,POINT (-114.098079849861 51.0644792642829),2,7,7,152
8672,SB 18 ST SE @ Lynnover RD,ACTIVE,POINT (-114.015608196395 50.9904409668517),3,11,10,28
4801,SB Macleod TR @ 42 AV SW,ACTIVE,POINT (-114.064819797292 51.0155164051202),1,5,10,60
7459,WB 17 AV SW @ 35 ST SW,ACTIVE,POINT (-114.138747457552 51.0378866465327),1,2,14,281
9552,EB Saddlehorn DR @ 60 ST NE,ACTIVE,POINT (-113.945853712929 51.1294070420799),4,1,11,2
7492,EB Centre AV @ Monument PL E,ACTIVE,POINT (-113.996201136947 51.0523327719178),3,3,12,166
3912,NB Ogden RD @ 38 AV SE,INACTIVE,POINT (-114.03007811083 51.0207184112231),3,11,10,98
8481,SB Signall Hill DR @ Sienna Park DR SW,ACTIVE,POINT (-114.182585706635 51.0287615157793),1,14,1,278
2404,NB 89 ST @ Wentworth TC (N.leg) SW,ACTIVE,POINT (-114.216590641208 51.0618678043955),1,14,1,114
3405,Somerset Bridlewood Terminal,ACTIVE,POINT (-114.069723995453 50.8984033803533),1,6,5,55
7401,WB 29 AV NW @ 5 ST NW,INACTIVE,POINT (-114.074510409002 51.0787597661127),2,7,7,17
5110,SB 4 ST NW @ 13 AV NW,ACTIVE,POINT (-114.071642731293 51.0635765488719),2,7,7,219
5180,SB 5 ST SW@ 7 AV SW,INACTIVE,POINT (-114.073929998277 51.0463277415227),1,2,14,262
9779,NB Cranston DR @ Cramond DR SE,ACTIVE,POINT (-113.980048149498 50.892408303512),3,8,4,294
6280,SB Shannon DR @ Shawnessy DR SW,ACTIVE,POINT (-114.082283111715 50.9113067380158),1,6,5,115
4671,NB 17 ST SE @ 26 AV SE,ACTIVE,POINT (-114.019058251208 51.0308717685794),3,11,10,54
9391,NB Shawnessy CTrain Station,ACTIVE,POINT (-114.070507775746 50.9107687725276),3,6,5,115
8516,WB 162 AV SW @ James McKevitt RD,ACTIVE,POINT (-114.100004612677 50.9054611047028),1,6,5,39
9194,SB Bonaventre DR @ 135 AV SE,ACTIVE,POINT (-114.063263835191 50.9315810715268),3,13,6,267
9374,WB McKenzie Towne DR @ McKenzie Towne GA SE,ACTIVE,POINT (-113.954350961956 50.9114505075209),3,8,4,46
6798,SB Home RD @ 20 AV NW,ACTIVE,POINT (-114.164519328094 51.0779391094666),2,7,13,24
5811,SB Silverdale DR @ Silver Springs GA NW,ACTIVE,POINT (-114.186426259228 51.1030511737162),2,9,13,147
6971,EB Douglasdale BV @ Douglasbank GD SE,ACTIVE,POINT (-114.002396608195 50.942671299633),3,13,4,268
4120,SB Chaparral DR @ Chapalina TC SE,ACTIVE,POINT (-114.037440073845 50.8792243719227),3,13,6,130
8190,SB 36 ST SE @ 56 AV SE,INACTIVE,POINT (-113.981718267131 51.0016049880901),3,11,10,159
8095,WB Bedford DR @ Bedwood RD NE,ACTIVE,POINT (-114.060358573354 51.1280649780904),4,4,2,273
2287,NB 52 ST NE adjacent to Saddlecreek CR,ACTIVE,POINT (-113.958161579909 51.1279992671563),4,1,11,2
7676,WB Douglas Woods DR @ Douglas Woods TC SE,ACTIVE,POINT (-113.997036019095 50.9460955319367),3,13,4,268
6776,SB 93 ST SW @ Aspen Hills WY,ACTIVE,POINT (-114.222678676266 51.0440540459411),1,14,1,48
5361,EB 33 AV SW@ 20 ST SW,ACTIVE,POINT (-114.108715108946 51.0239334974671),1,2,14,207
5576,WB 42 AV SW @ Macleod TR,INACTIVE,POINT (-114.065161082012 51.0162085994818),1,5,10,60
8143,NB 52 ST NE @ Madigan DR,INACTIVE,POINT (-113.958151131096 51.062816541121),4,3,12,33
5932,SB Shaganappi TR @ Varsity DR NW,INACTIVE,POINT (-114.155411111368 51.092801777433),2,9,13,269
8121,SB 36 ST SE @ 12 AV SE,INACTIVE,POINT (-113.981766659972 51.0423359005406),3,11,12,121
6482,NB 10 ST SW @ Council WY,ACTIVE,POINT (-114.088045424359 51.0244452505832),1,5,14,70
5024,WB Bowness  RD @ 77 ST NW,ACTIVE,POINT (-114.199859903796 51.0890364808004),2,9,13,149
9428,WB 16 AV NE @ 1 ST NE,ACTIVE,POINT (-114.060644016236 51.0670691163021),4,7,10,69
7583,SB 31 ST NW @ S. of Brentwood Stn,INACTIVE,POINT (-114.129506249903 51.0839559435584),2,9,13,269
5604,NB 16 ST SW @ Altadore AV,ACTIVE,POINT (-114.100395373287 51.0128164072472),1,2,8,200
7961,EB Bonaventure DR @Southcentre Mall (EB),ACTIVE,POINT (-114.065020167319 50.9538609422669),3,5,6,89
7951,SB Douglas Glen BV @ Douglas Glen CL SE,ACTIVE,POINT (-114.010407747755 50.9544985011511),3,8,4,268
3958,Canyon Meadows LRT Station (SB Lake Frase DR),INACTIVE,POINT (-114.066661879888 50.9365040728673),3,13,6,267
2058,WB Nolan Hill BV @ Nolan Hill HT NW,ACTIVE,POINT (-114.158213902457 51.1719454784923),2,10,3,188
2869,SB 4A ST @ 67 ST SW,INACTIVE,POINT (-114.074273592049 50.9930370014561),1,5,8,120
9498,SB 52 ST SE @ McKenzie Towne DR,ACTIVE,POINT (-113.955164513129 50.9142656653037),3,8,4,46
4639,WB 8 AV SW @ Rossmount RD,INACTIVE,POINT (-114.148418520719 51.0451121378935),1,2,14,281
8386,EB  Erin Woods DR @ Erin Grove CL SE,ACTIVE,POINT (-113.969593445442 51.0216107827055),3,11,12,35
3611,WB 114 AV SE (WBay) @ 29 ST SE,INACTIVE,POINT (-113.996144742518 50.951568611758),3,8,4,162
3410,Telus Spark Centre,INACTIVE,POINT (-114.025239138872 51.0536877305225),4,11,10,171
9520,NB  Prestwick BV @  Prestwick AV SE,ACTIVE,POINT (-113.965782345613 50.9224841908429),3,8,4,46
7837,EB 12 AV SE @ 5 ST SE,ACTIVE,POINT (-114.050568445741 51.0409817248501),3,5,14,260
4933,EB Coventry DR @ Coventry GR NE,ACTIVE,POINT (-114.049624096138 51.1569646138266),4,12,11,251
6164,NB Deer Ridge DR @ 137 AV SE,ACTIVE,POINT (-114.026492647927 50.9285269002494),3,13,6,151
9483,NB 52 ST NE @ Memorial DR,ACTIVE,POINT (-113.956051178878 51.0545763117056),4,3,12,33
3464,SB Sage Hill GD @ Sage Hill DR,ACTIVE,POINT (-114.138237324383 51.1711352272639),2,10,3,265
8853,WB Valley Ridge DR @ Valley Ridge BV NW,ACTIVE,POINT (-114.250533340253 51.0919130239712),2,9,13,47
2227,EB Legacy CI SE @ Legacy GA SE,ACTIVE,POINT (-114.016648925481 50.8607768952609),3,13,6,99
8117,NB 36 ST SE @ Radcliffe DR,ACTIVE,POINT (-113.981459580311 51.0485264453412),3,11,12,194
8126,WB Marbank DR @ Mardale RD NE,ACTIVE,POINT (-113.962934692091 51.0632288798182),4,3,12,77
6455,WB 89 AV SW @ Elbow DR,INACTIVE,POINT (-114.085245303147 50.9735990761819),1,5,8,195
4190,WB Palliser DR @ Oakdale PL SW,ACTIVE,POINT (-114.120814241863 50.9695437189918),1,5,8,217
8112,SB 36 ST SE @ 30 AV SE,ACTIVE,POINT (-113.981775272233 51.0264058849827),3,11,10,196
5226,NB 10 ST NW@ 2 AV NW,INACTIVE,POINT (-114.085785288069 51.0547735309926),2,7,7,62
2300,NB 52 ST SE @ 94 AV SE,ACTIVE,POINT (-113.958202286128 50.9692246111418),3,8,10,104
7842,NB 2 ST SW @ 2 AV SW,INACTIVE,POINT (-114.067402971529 51.0516149172261),1,7,7,21
9234,SB Parkland BV @ Parkvalley RD SE,ACTIVE,POINT (-114.025618262236 50.9181422536316),3,13,6,117
3699,SB Evanspark BV @ Evansview GA NW,ACTIVE,POINT (-114.118083996899 51.1700950264383),2,10,3,237
9747,EB Cranston AV @ Cranston RD SE,ACTIVE,POINT (-113.97888276425 50.879588714454),3,8,4,294
6248,WB Chaparral DR @ Chaparral WY SE,ACTIVE,POINT (-114.03236105141 50.8871009195373),3,13,6,130
6428,EB 90 AV SW @ Oakside GA,ACTIVE,POINT (-114.121233507275 50.9722075535552),1,5,8,217
3600,NB 52 ST SE @ Mahogany DR,ACTIVE,POINT (-113.942251498618 50.8927647376888),3,8,4,116
8391,WB 17 AV SE @ 36 ST SE,INACTIVE,POINT (-113.982947193171 51.0380038125776),3,11,12,121
4629,EB Spruce DR @ 40 ST SW,ACTIVE,POINT (-114.144771900691 51.05220085779),1,2,14,170
9690,SB St Moritz DR@ 17 AV SW,INACTIVE,POINT (-114.216897092783 51.037250472049),1,14,1,289
7245,NB Arbour Ridge WY @ Arbour Ridge CI NW,ACTIVE,POINT (-114.190871830349 51.1390376063418),2,10,3,244
8515,NB 6 ST SW @ Shawville GA,ACTIVE,POINT (-114.072681833294 50.8983472167465),1,6,5,55
6551,NB Woodbine BV @ Woodbrook RD SW,ACTIVE,POINT (-114.136343911191 50.9454327188364),1,6,5,43
5266,EB @ 78 AV NW Terminal,ACTIVE,POINT (-114.070861092486 51.1227987185857),4,4,2,261
4539,SB Ogden RD @ N. of 34 AV SE,ACTIVE,POINT (-114.031003163542 51.0249875697709),3,11,10,98
3815,WB Coventry Hills RD @ E. of Country Village LI NE,ACTIVE,POINT (-114.065240087286 51.1606228729037),4,12,11,251
5779,EB Northmount DR @ 14 ST NW,ACTIVE,POINT (-114.093342948312 51.0829096887163),2,4,7,92
5273,SB Edmonton TR @ McKnight BV NE,ACTIVE,POINT (-114.05417320286 51.0954378330845),4,4,2,241
2469,Quarry Park Station (NB),ACTIVE,POINT (-114.012166108158 50.964001867543),3,8,4,268
7105,WB Westwinds DR @ 44 ST NE,ACTIVE,POINT (-113.971123955295 51.1002221860733),4,1,9,80
3862,NB SarceeTR NW @ Beacon Hill SC,ACTIVE,POINT (-114.162019491143 51.1581376809052),2,10,3,292
2129,EB New Brighton DR @ New Brighton HT SE,ACTIVE,POINT (-113.940833813768 50.9164858643977),3,8,4,139
8964,SB Cambrian DR @ Rosetree RD NW,ACTIVE,POINT (-114.088077360045 51.0800971906508),2,4,7,92
4365,EB Abbotsford DR @ Aboyne WY NE,ACTIVE,POINT (-113.930986317258 51.0632482034753),4,3,12,94
6828,EB 6 Street SW CTrain Station,ACTIVE,POINT (-114.074858491576 51.0467647671157),1,2,14,262
5167,SB Centre ST N@ Beddington BV N,ACTIVE,POINT (-114.071659114395 51.1245529176676),2,4,2,261
3508,SB Ogden RD @ 50 AV SE,ACTIVE,POINT (-114.011446442934 51.0082229244012),3,11,10,233
9090,SB Deer Ridge DR @ Deercrest PL SE,ACTIVE,POINT (-114.013350889403 50.9250429350534),3,13,6,151
5114,EB Dalhousie DR @ 54 ST NW,ACTIVE,POINT (-114.164293163077 51.1087044093555),2,4,7,38
5722,WB 32 AV NE @ 26 ST NE,ACTIVE,POINT (-113.998957495328 51.0816373438964),4,3,9,71
4137,EB 34 AV SE @ 26 ST SE,ACTIVE,POINT (-113.997958801587 51.0230919807295),3,11,10,196
7737,NB Macleod TR @ 58 AV SW,ACTIVE,POINT (-114.071350924927 51.0010366729052),1,11,10,160
8038,SB Crowchild TR @ 17 AV SW Overpass,ACTIVE,POINT (-114.113640107804 51.0376285512342),1,2,14,181
9675,NB Barlow TR @ Freeport BV NE,ACTIVE,POINT (-114.001434459986 51.1514656044559),4,1,11,86
5515,SB 14 ST SW @ 9 AV SW,ACTIVE,POINT (-114.095827786116 51.0457320210147),1,2,14,136
9241,WB 41 AV NE @ Edmonton TR,ACTIVE,POINT (-114.053262677824 51.0897660947435),4,4,2,239
5900,WB Memorial DR @ 44 ST NE,ACTIVE,POINT (-113.970542701408 51.0529652429548),4,3,12,77
2403,NB 89 ST @ 9 AV SW,ACTIVE,POINT (-114.216591990717 51.0599187001729),1,14,1,114
8085,NB Skyview Ranch ST @ Skyview Ranch DR NE,INACTIVE,POINT (-113.955272221645 51.1582991517431),4,1,11,12
7987,WB Fish Creek BV @ Everbrook DR (West Leg),ACTIVE,POINT (-114.115739145061 50.9214376641339),1,6,5,39
4269,EB University AV @ Mclaurin ST NW,INACTIVE,POINT (-114.146431929455 51.0778764371516),2,7,13,155
8063,WB Riverglen DR @ Rivercrest DR SE,ACTIVE,POINT (-114.013117181461 50.9761920470549),3,8,10,19
7048,WB McKenzie LakeWY @ 500 McKenzie Lake BA SE,ACTIVE,POINT (-113.98041953523 50.9153223996342),3,13,4,296
6419,NB Bonaventure DR @ Willow Park DR SE,ACTIVE,POINT (-114.068735641818 50.9584068507924),3,5,6,89
8589,NB Arbour Lake DR @ Arbour Vista GA NW,ACTIVE,POINT (-114.194182165842 51.1363198149133),2,10,3,244
4880,SB 4 ST NW @ Thornhill PL,ACTIVE,POINT (-114.071696814616 51.0972995838324),2,4,2,192
9938,NB Ogden RD @ 78 AV SE,ACTIVE,POINT (-113.998637463607 50.9835383680899),3,11,10,28
2086,NB Evanston Dr @ Our Lady of Grace School,ACTIVE,POINT (-114.121494085965 51.1792924330898),2,10,3,237
4094,WB Panamount BV @ Panamount HL NW,ACTIVE,POINT (-114.076221797453 51.1593330102176),2,12,11,235
7665,WB 4 AV SW @ 8 ST SW,INACTIVE,POINT (-114.081906765591 51.0499543825425),1,2,7,262
2130,EB New Brighton DR @ New Brighton PA SE,ACTIVE,POINT (-113.937044817117 50.9174325890927),3,8,4,139
7910,EB Temple DR @ Templegreen DR NE,ACTIVE,POINT (-113.944914190385 51.0925595184043),4,3,9,22
3373,SB 14 ST @ 33 AV SW,INACTIVE,POINT (-114.094843966278 51.0237448008767),1,2,14,207
8640,WB Country Hills BV @ Hamptons DR NW,ACTIVE,POINT (-114.132757788741 51.1403246749398),2,10,3,286
9515,NB Prestwick CI @  Prestwick GA SE,ACTIVE,POINT (-113.960645779508 50.9257416780569),3,8,4,46
9445,NB Sunridge WY @ 23 AV NE,ACTIVE,POINT (-113.998291208133 51.0723014279309),4,3,9,83
7566,EB Sunridge BV @ 26 ST NE,ACTIVE,POINT (-113.997318520336 51.0767379358412),4,3,9,83
9606,EB Richard RD @ Richardson WY SW,ACTIVE,POINT (-114.124068591735 51.0113781070081),1,2,8,42
6783,NB 5 ST NW @ 24 AV NW,INACTIVE,POINT (-114.073931185631 51.0745896385514),2,7,7,17
6104,NB 32 ST NE @ 26 AV NE,ACTIVE,POINT (-113.988554276334 51.0782303403043),4,3,9,83
4745,NB Midpark BV @ Midpark GA SE,ACTIVE,POINT (-114.061972191007 50.9107520100707),3,13,6,263
9443,WB Sunridge WY @ 29 ST NE,ACTIVE,POINT (-113.992660356011 51.0693051643225),4,3,9,83
3741,Westbrook LRT Station,ACTIVE,POINT (-114.136631684393 51.0405008408605),1,2,14,281
6499,SB  Old Banff Coach RD @ Coach Hill RD SW,ACTIVE,POINT (-114.178623604463 51.0562877165231),1,14,1,189
7277,SB Centre ST S @ Glenmore TR S,ACTIVE,POINT (-114.063949587159 50.9945363007619),1,11,10,160
6698,NB 11 ST SE @ Heritage DR,ACTIVE,POINT (-114.039572804634 50.9876511078721),3,11,10,1
5986,NB 11 ST SE @ 64 AV SE,ACTIVE,POINT (-114.038241662849 50.9962435479283),3,11,10,109
8764,EB 26 AV SW @ 19 ST SW,ACTIVE,POINT (-114.106403435678 51.0303615185679),1,2,14,207
5552,WB 61 AV S @ Centre ST S,ACTIVE,POINT (-114.064270825191 50.9978005539161),1,11,10,160
4985,WB Martindale BV @ Martinview RD NE,ACTIVE,POINT (-113.962073985063 51.113173867834),4,1,9,180
2418,WB 130 AV @ 50 ST SE,ACTIVE,POINT (-113.962962352271 50.9321040455382),3,8,4,79
4088,WB Martindale BV @ Martha's WY NE,ACTIVE,POINT (-113.961592994131 51.1226780639656),4,1,9,180
9958,Sirocco Park N Ride Terminal,INACTIVE,POINT (-114.166594275952 51.0376751460226),1,14,1,278
3731,NB Sierra Morena BV @ Sierra Morena CO SW,ACTIVE,POINT (-114.186032850412 51.0193048336037),1,14,1,278
5542,NB Bonaventure DR @ S. of Fairmount DR SE,ACTIVE,POINT (-114.060134670787 50.95267925436),3,5,6,89
5029,EB Bowness RD @ 83 ST NW,ACTIVE,POINT (-114.207665510417 51.0900957861902),2,9,13,149
6781,WB Hawstone DR @ Hawktree CL NW,ACTIVE,POINT (-114.171231742498 51.1352178783442),2,10,3,248
5382,NB Sandstone DR @ Berkshire BV NW,ACTIVE,POINT (-114.089727796064 51.1342959234329),2,4,2,270
6070,NB 11 ST NE @ 49 AV NE,ACTIVE,POINT (-114.036320265238 51.0985212669513),4,1,11,108
4176,WB Coach Hill RD @ Coach Side RD SW,ACTIVE,POINT (-114.180273315816 51.0569005184431),1,14,1,189
7442,NB Centre ST N @ 16 AV N,ACTIVE,POINT (-114.062380065816 51.0673826400299),4,7,10,69
8231,WB Shawnessy DR @ Shawmeadows RD SW,ACTIVE,POINT (-114.076444337266 50.9086689381507),1,6,5,115
2113,EB Auburn Bay DR @ Auburn Glen GR SE,ACTIVE,POINT (-113.95297077903 50.8978208468216),3,8,4,95
4846,EB 17 AV SW @ Richmond RD,ACTIVE,POINT (-114.111537211262 51.037720471101),1,2,14,181
5493,NB 14 ST NW @ Cambrian DR,ACTIVE,POINT (-114.094487472015 51.0837647848996),2,4,7,276
2249,SB Shawville LI @ Shawville WY SE,ACTIVE,POINT (-114.066536290791 50.8993100184933),3,6,5,115
4148,NB Saddlecrest BV @ Saddlecrest PA NE,INACTIVE,POINT (-113.942213032747 51.1347654991235),4,1,11,2
5969,WB Lake Sylvan DR @ Lake Wapta RI SE,ACTIVE,POINT (-114.03640192953 50.9428023421659),3,13,6,267
7384,EB MacEwan DR @ MacEwan Park CI NW,ACTIVE,POINT (-114.114228768048 51.135260617556),2,4,2,146
4686,NB 16 ST SW @ 44 AV SW,ACTIVE,POINT (-114.100392680332 51.0146872743473),1,2,8,200
2435,EB 86 AV SE @ 24 ST SE,INACTIVE,POINT (-113.99800786642 50.9759177307702),3,8,10,162
3944,EB 5 AV SW @ 9 ST SW,ACTIVE,POINT (-114.082674372633 51.0488671923308),1,2,14,262
9070,SB Bonaventure DR @ Fairmount DR SE,INACTIVE,POINT (-114.060399352532 50.9514868869658),3,5,6,89
5547,NB Fairmount DR @ Southland DR SE,ACTIVE,POINT (-114.058511424251 50.964464086127),3,5,10,174
5708,EB 8 AV NE @ McNeill RD,ACTIVE,POINT (-114.016955723154 51.0595930117598),4,3,12,140
112112,Crescent Heights High School,ACTIVE,POINT (-114.065158169767 51.0609311955089),2,7,7,266
8408,NB Hidden Valley DR @ Hidden Hills WY NW,ACTIVE,POINT (-114.129451746573 51.1472863480759),2,12,2,25
8372,SB Hamptons BV @ Hamptons GR NW,ACTIVE,POINT (-114.16165729935 51.1430710024164),2,10,3,286
7260,NB Midpark BV @ Midpark DR SE,ACTIVE,POINT (-114.060854472284 50.9129096542311),3,13,6,263
4343,EB Rundlehorn DR @ 50 ST NE,ACTIVE,POINT (-113.960790095293 51.071556477714),4,3,9,34
7878,NB Bowness RD @ 47 ST NW,ACTIVE,POINT (-114.162408146146 51.0741730330086),2,7,13,24
9359,SB 52 ST SE @ McKenzie Towne BV,ACTIVE,POINT (-113.958327202169 50.9173255922686),3,8,4,46
8899,SB 42 ST SE @ 106 AV SE,ACTIVE,POINT (-113.974152615297 50.9572970174821),3,8,4,79
7448,EB Country Hills BV @ Country Village WY NE,ACTIVE,POINT (-114.059992970695 51.1540597380591),4,12,11,27
6613,NB 29 ST NW @ 15 AV NW,ACTIVE,POINT (-114.129024548444 51.0672948127924),2,7,7,154
6331,EB Beddington BV @ Berkley DR NW,ACTIVE,POINT (-114.076675380245 51.1270531459538),2,4,2,273
3847,Brentwood LRT Station,ACTIVE,POINT (-114.132166888894 51.0864228878907),2,9,13,269
7120,NB Silverdale DR @ 54 AV NW,ACTIVE,POINT (-114.186728082051 51.1016103062005),2,9,13,147
7633,WB 27 ST SE @ 24 ST SE,ACTIVE,POINT (-114.000872028779 50.9753599111167),3,8,10,162
4440,SB 3 ST SW @ 60 AV SW,INACTIVE,POINT (-114.069690783551 50.9991276627811),1,11,10,160
9794,SB 14 ST NW @ Westmount RD,ACTIVE,POINT (-114.094827503652 51.0517264904102),2,7,7,40
3985,WB Varsity DR @ Viscount DR NW,ACTIVE,POINT (-114.152569009566 51.0930293654583),2,9,13,269
2272,WB Skyview Ranch RD @ Skyview Ranch BV NE,ACTIVE,POINT (-113.951744780451 51.1629619392966),4,1,11,12
6302,SB 36 ST SE @ 26 AV SE,ACTIVE,POINT (-113.981828100298 51.0297624078459),3,11,10,196
3583,EB Cranford DR @ Cranarch RD SE,INACTIVE,POINT (-113.975413332153 50.8770233000745),3,8,4,294
8562,SB Sunnyside CTrain Station,ACTIVE,POINT (-114.084487860592 51.0563422326531),2,7,7,62
7026,SB Sherwood BV @ Sherwood MT NW,ACTIVE,POINT (-114.155748964139 51.1612727944268),2,10,3,292
6349,NB Crowchild TR @ Kensington RD NW,ACTIVE,POINT (-114.117672281366 51.0528754065525),2,7,7,280
5954,SB 49 ST NW @ S. of 40 AV NW,ACTIVE,POINT (-114.159197700579 51.0860219725116),2,9,13,269
5135,EB 17 AV SW @ Richmond RD,ACTIVE,POINT (-114.108683203591 51.0377316936647),1,2,14,181
4897,EB James McKevitt RD @ Millrise WY SW,ACTIVE,POINT (-114.080469698285 50.9212260532688),1,6,5,156
8567,WB Bridgeland - Memorial CTrain Station,ACTIVE,POINT (-114.039855390742 51.0490030784908),4,11,10,137
8846,WB Kensington RD @ Crowchild TR NW,ACTIVE,POINT (-114.119035144168 51.0525312526019),2,7,7,280
6649,WB 34 AV SE @ 28 ST SE,INACTIVE,POINT (-113.992040744215 51.0233876139405),3,11,10,196
4264,EB 90 AV SE @ Bonaventure DR SE,ACTIVE,POINT (-114.068081141781 50.9721887153094),3,5,10,174
7329,SB Berkely DR @ Beaconsfield WY NW,ACTIVE,POINT (-114.099800015341 51.1291584803669),2,4,2,273
8070,EB 17 AV SW @ 4 ST SW,ACTIVE,POINT (-114.070762675208 51.0377301736581),1,5,14,297
9530,NB Taracove RD @ Taracove WY NE,ACTIVE,POINT (-113.936372775043 51.1186823223831),4,1,11,26
7369,SB Woodbine BV @ Woodmark CR SW,ACTIVE,POINT (-114.12599974345 50.9457810746579),1,6,5,43
2526,NB Forand ST @ McLean AV SW,INACTIVE,POINT (-114.120562517578 51.003369925692),1,2,8,210
6952,WB Heritage DR @ 5 ST SW,ACTIVE,POINT (-114.079523199374 50.9796445637473),1,5,8,120
2546,EB 88 AV NE @ 46 ST NE,ACTIVE,POINT (-113.965245484689 51.1323013696569),4,1,11,2
2319,NB 68 ST NE @ 37 AV NE,ACTIVE,POINT (-113.934916949542 51.0867296696527),4,3,9,161
2071,WB Sage Valley Dr @ Shaganappi Tr NW,INACTIVE,POINT (-114.158403797284 51.1804185010574),2,10,3,265
6235,SB 4 AV NE @ N. Leg Maidstone DR,ACTIVE,POINT (-113.953514244184 51.0566959598671),4,3,12,33
